Insight,Date,Description,Segment,Source,Source link
Fleet managers want truck licence classes and their medical and qualification expiries tracked,2026-04-30,"For heavy-vehicle classes, users need class-specific expiries, medical certificates and professional-driver qualifications tracked in-platform; today it is manual spreadsheets.",Specialised fleet,Planhat,
Fleet managers want a mailroom notification badge for new uploads,2026-05-04,"A notification next to the mailroom menu when new documents are uploaded and processed, like fines and procurement.",Unknown,Planhat,
Inconsistency: fines behave differently via the mailroom vs the fines email address,2026-05-04,"Sending a fine to the mailroom address splits it into several documents (some unsupported) and mislabels them, unlike the fines address which processes it as one case.",Unknown,Planhat,
Fleet managers want drivers set up as PIN users for the driver app,2026-05-05,"Not all drivers have a company email, so PIN-user setup is wanted.",Unknown,Planhat,
Drivers want to end a booking early,2026-05-07,Only full cancellation is possible; drivers want to end a booking before its scheduled end.,Unknown,Planhat,
Fleet managers want to reorder steps and items within vehicle checks,2026-05-07,A fixed order forces drivers to enter interior data before exterior photos; a logical exterior-first reorder would ease pre-trip checks.,Unknown,Planhat,
Fleet managers want to detect and restrict address changes used to hide private vehicle use,2026-05-12,"A large fleet found users editing trip destinations to the nearest station to disguise private use; they want geofencing, clearer export of changes and in-app monitoring.",Large fleet,Planhat,
Fleet managers want the auto-approval process applied at the mailroom level,2026-05-12,"Auto-approval does not work on mailroom documents, so users approve each manually; bulk-select approval is wanted.",Unknown,Planhat,
Fleet managers want drag-and-drop column reordering for master data,2026-05-12,Users want to reorder master-data columns via drag and drop.,Unknown,Planhat,
Fleet managers want to bulk-set invoice line items to standard when an invoice is read as a contract,2026-05-13,"When an invoice is recognised as a contract, users must change each position to standard; a one-step change is wanted.",Unknown,Planhat,
Fleet managers want to duplicate or clone invoice line items,2026-05-13,Imported invoices often need splitting across vehicles; cloning line items would avoid manual re-entry.,Unknown,Planhat,
Fleet managers want a mailroom notification with a new-document count,2026-05-15,"A badge showing the number of new mailroom documents, like the fines symbol.",Unknown,Planhat,
"Fleet managers want recurring-task due dates to stay fixed, not shift with completion date",2026-05-18,"For fixed-date obligations such as annual inspections and tire changes, the due date must stay fixed regardless of early completion; flagged as a blocker.",Unknown,Planhat,
Fleet managers want a return checklist auto-sent when a pool booking ends,2026-05-18,"Automatically send a return checklist when a pool booking terminates, to capture condition, mileage and damages.",Pool fleet,Planhat,
Fleet managers want to order multiple vehicles of the same type in a single procurement,2026-05-19,Large fleets order in batches and want a quota procurement from which individual vehicles are activated on delivery.,Large fleet,Planhat,
Fleet managers want a link to booking details in the bookings list,2026-05-19,Partially filled request to add a link to booking details in the bookings list; little detail provided.,Unknown,Planhat,
UX: procurement-template tasks all fall due today and bury genuinely due tasks,2026-05-20,"Template-generated procurement tasks all show as due today on the main page, hiding tasks that are really due.",Unknown,Planhat,
Fleet managers want bookings auto-deleted when a driver is set inactive,2026-05-27,"When a driver is marked inactive their future bookings should be deleted, ideally with a confirm pop-up, so the vehicle is not blocked.",Unknown,Planhat,
Fleet managers want a notification when a DLC needs their review,2026-05-29,"Managers want an email or in-app alert, individual or weekly, when a driver has completed a check needing verification.",Unknown,Planhat,
Fleet managers want fines on shared vehicles assigned to the driver from the booking calendar,2026-06-02,"For shared vehicles, fines should be attributed to whoever was driving per the shared-vehicle calendar.",Unknown,Planhat,
Fleet managers want more granular user permissions,2026-06-02,"For example, users with only pool-reservation access should not reach master data, vehicles, documents or contracts.",Unknown,Planhat,
Fleet managers want an ending-mileage field and in-booking damage reporting for pool vehicles,2026-06-02,"On return there is no mileage entry and no way to log damage against the booked vehicle; users want an ending-mileage field, a distance calc, and a damage report with photos and a roadworthiness flag.",Pool fleet,Planhat,
Fleet managers want a mandatory policy-acknowledgement checkbox for pool bookings,2026-06-03,Store internal fleet policies and require drivers to confirm they have read them before finalising a pool booking.,Unknown,Planhat,
"Fleet managers want an assigned-organizations filter in the driver list, as in vehicles",2026-06-03,Organizations are not shown in the driver-list filter as they are for vehicles.,Unknown,Planhat,
Fleet managers want to connect multiple emails to the same fine,2026-06-04,Users want to forward a driver's confirmation email and attach it to an existing fine instead of screenshotting it.,Unknown,Planhat,
Fleet managers want a collective lease invoice filed to each vehicle's contract folder without being processed as an invoice,2026-06-04,"A monthly collective lease invoice covering several vehicles should be stored in each vehicle's contract folder for reference, not read as an invoice, since costs are already recorded.",Unknown,Planhat,
"Fleet managers want on-site manual DLC via manager PIN with optional photo, respecting works-council and privacy rules",2026-06-08,"For non-smartphone drivers and strict privacy or works-council settings, managers want to clear checks on-site via PIN without a mandatory photo, preserving the automated schedule; flagged as a churn risk.",Enterprise,Planhat,
Bug: fuel-card assignment start date is not marked as a required field,2026-06-10,"When a vehicle is chosen for a fuel card, the start-assignment-date field should be marked required, and vice versa.",Unknown,Planhat,
Fleet managers want rich-text formatting in fine-management email templates,2026-06-12,"The template editor is plain-text; users want bold, underline and colour, plus brand-compliant signatures.",Unknown,Planhat,
Fleet managers want a separate internal template name vs the outbound email subject,2026-06-12,"Template names auto-derive from the subject and truncate; users want a short internal label plus a descriptive subject, and resizable columns.",Unknown,Planhat,
Fleet managers want a central admin area to manage fine email templates,2026-06-12,"Users must open a specific fine case to edit templates; a standalone template settings area is wanted, like task templates.",Unknown,Planhat,
Fleet managers want an uploaded PDF on the vehicle file to auto-fetch the licence plate,2026-06-15,Invoices uploaded at vehicle level are not linked to the vehicle; auto-detecting the plate would remove manual adjustment.,Unknown,Planhat,
Fleet managers want to upload PDF fuel invoices directly,2026-06-23,"Many fuel invoices arrive as PDF; users currently convert to CSV/XLS or build Excel manually, which is painful, especially for EV providers.",Unknown,Planhat,
Fleet managers want clear classification of involved parties in the damage-export PDF,2026-06-23,"The damage PDF does not clearly mark who is injured party, witness or owner; users edit the PDF or dump names in free text before sending to insurers.",Unknown,Planhat,
Performance: importing fines via the mailroom is much slower than the fines portal,2026-06-24,Fine import through the mailroom takes far longer than uploading via the fines portal.,Unknown,Planhat,
Fleet managers want single-choice (radio or dropdown) answers in vehicle checklists,2026-06-25,"Checklists only support binary pass/fail; multi-option questions cause false errors, so single-choice options are wanted.",Specialised fleet,Planhat,
Fleet managers want configurable BEV charging-cost and standing/blocking-fee alerts,2026-06-26,"An e-mobility fleet wants adjustable alerts for expensive charging and for overnight standing or blocking fees, to cut costs and enforce driver discipline.",Specialised fleet,Planhat,
Fleet managers want overdue DLC checks escalated to a supervisor automatically,2026-06-26,"When a driver misses a DLC deadline, auto-escalate to a defined manager instead of manual follow-up.",Large fleet,Planhat,
Fleet managers want tasks grouped by vehicle on the dashboard,2026-06-29,"On hovering or selecting a task, show other open tasks for the same vehicle, with a do-these-too prompt.",Unknown,Planhat,
"Fleet managers want mileage-based, or combined, frequency in task templates",2026-06-29,Task templates only support time-based frequency; mileage or combined intervals are wanted.,Unknown,Planhat,
Bug: tax recalculation only triggers when the fuel type is toggled,2026-06-29,"After correcting a wrong tax factor, recalculation only happens if the fuel type is switched and back; it should trigger on any factor change.",Unknown,Planhat,
Bug: a tax value of 0 is treated as missing data,2026-06-29,For EVs a tax amount of 0 is handled as empty; users want to mark 'no taxes' without it showing as missing info.,Unknown,Planhat,
Fleet managers want automatic readout of vehicle registration papers on upload,2026-06-29,"Auto-read registration papers during vehicle creation and only fill missing fields from the external database, which is often wrong.",Unknown,Planhat,
Fleet managers want tire-purchase invoice data added to the vehicle's tire reference data,2026-06-29,"When a tire purchase is detected on an invoice, prompt to add it to the tire section and specify which axles, like fuel-card notices.",Unknown,Planhat,
Fleet managers want the DLC to match licence class against the assigned vehicle,2026-06-29,"The DLC only checks that a licence exists, not whether its class matches the vehicle; users want an automatic class-vs-vehicle match to ensure authorisation.",Enterprise,Planhat,
Regression: PDF invoice cost-allocation and line-item itemization no longer work after the AI-readout change,2026-07-07,"Customers report the new AI reader no longer auto-allocates costs via a device identifier nor splits line items, forcing manual allocation and losing per-transaction detail; perceived as a service downgrade.",Multi-entity,Planhat,
Fleet managers want a tracking overview for mileage and odometer requests,2026-07-09,No view shows to whom a mileage request was sent and whether it was answered; a dashboard is wanted.,Unknown,Planhat,
Fleet managers want mileage monitoring based on contract year with a percentage display,2026-07-10,"Monitoring uses total contract mileage; users want per-contract-year tracking, a percentage of contracted mileage, and correct over-mileage colour flags.",Unknown,Planhat,
Fleet managers want suspicious refuelling flagged against tank size,2026-07-10,Refuelling that exceeds the tank size should be recognised as suspicious.,Unknown,Planhat,
"Drivers want more info in the driver app such as lease location, tire location and insurance contacts",2026-07-13,"Users want the driver app to show where the vehicle is leased, where tires are stored, and insurance, leasing and tire contacts.",Unknown,Planhat,
Fleet managers want the comment field visible in the procurement overview,2026-07-13,Users track procurement status in the comment field and want it visible on the overview tab.,Unknown,Planhat,
UX: the mailroom cannot clearly identify documents and cannot re-upload after an error,2026-07-13,"Documents are not clearly identified, and after an error users must find the original files again to re-upload.",Unknown,Planhat,
Fleet managers want a location-history field so cost reports can be run by vehicle location,2026-07-15,Vehicle location changes over time independent of company or cost centre; users need location history for cost reporting.,Unknown,Planhat,
Fleet managers want WhatsApp messaging to drivers from within the platform,2026-07-15,"Drivers ignore email; managers want in-app WhatsApp for checks and handovers with a GDPR-compliant, documented audit trail; possible premium upsell.",Specialised fleet,Planhat,
Fleet managers want to report the leasing return date entered during decommissioning,2026-07-15,Users want the decommissioning leasing-return date available in reporting.,Unknown,Planhat,
"Fleet managers want variable recurring task intervals, e.g. first at 4 years then every 2",2026-07-15,French technical-inspection rules need a 4-year first interval then 2-year cycles; fixed intervals cannot model this.,Unknown,Planhat,
Fleet managers want multi-level pool-booking approvals,2026-07-16,"Bookings should route through tiered approvals: line manager, director if over three days, then fleet manager.",Unknown,Planhat,
"Fleet managers want a full, legally binding handover/return report in the Vehicle Check",2026-07-17,"Managers want a handover/return protocol with an accessories checklist (cards, tire storage, key counts), mandatory attachments, comments and dual e-signatures, replacing paper forms.",Specialised fleet,Planhat,
Fleet managers want the driver number (licence field 4d) extracted during verification,2026-07-20,"In regions where insurers require field 4d, extracting and storing it avoids storing full licence images and speeds claims.",Unknown,Planhat,
Fleet managers want lease under-mileage thresholds modelled in contracts,2026-07-21,"Some leases only reimburse under-mileage beyond a set threshold up to a cap; today only the maximum is mappable, not the starting threshold.",Unknown,Planhat,
Fleet managers want AdBlue excluded from premium-fuel warnings,2026-07-22,"Diesel EURO 6C+ (and future gasoline EURO7+) vehicles require AdBlue, so it should not trigger premium-fuel warnings.",Unknown,Planhat,
Fleet managers want recurring notifications listing invoices with missing info or rejected,2026-07-22,A scheduled report of missing-info or rejected invoices would let a central supervisor act without logging in; useful across multi-country deployments.,Multi-entity,Planhat,
Fleet managers want to attach a map location link to damages,2026-07-24,Users want to enter a Google-Maps location link for the damage.,Unknown,Planhat,
Fleet managers want custom procurement statuses and status tags on the procurement grid,2026-07-24,Rigid Quote/Delivery/Approval stages force title-field workarounds that break replacement links; multiple enterprise accounts want custom statuses plus grid tags.,Multi-entity,Planhat,
Fleet managers want flexible columns and custom-metadata visibility in procurement and vehicle overviews,2026-07-24,"Overviews cannot show custom metadata such as status comments, fuel-card confirmations, reserved plates or tracking IDs; several enterprise accounts want configurable columns to avoid opening each record.",Enterprise,Planhat,
"Fleet managers want procurement-inbox email controls: CC, thread forwarding, unread persistence and sorting",2026-07-24,"The procurement inbox lacks CC forwarding, whole-thread forwarding, unread persistence, unlinked replies and newest-first sorting; high-volume comms teams need these for coverage and compliance.",Enterprise,Planhat,
Fleet managers want insurance costs split per contract in the fleet cost overview,2026-07-24,"A customer with two active insurance contracts sees only the combined cost, not per-contract.",Unknown,Planhat,
Fleet managers want folder-level user rights so not all users can open procurement-folder documents,2026-07-28,Not all users should see documents in the procurement folder; folder-level access rights are wanted.,Unknown,Planhat,
I go straight to pricing before looking at product or feature content.,2025-11-18,"Several prospects treated Tarife as their first or primary CTA, often before reading any value content.",Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
I don't trust a package recommendation the site makes before it knows my requirements.,2025-11-18,Prospects wanted a short qualifying questionnaire that then returns a recommended tier.,Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
I couldn't find the differences between packages because I didn't scroll to the comparison table.,2025-11-18,Package titles aren't sticky and the full feature table sits well below the highlights; several didn't reach it.,Small fleet,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
"I want pricing banded by fleet size, not only shown per vehicle.",2025-11-18,Per-vehicle price went unnoticed by at least one prospect; they expected tiers by vehicle-count band.,Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
"Percentage claims like ""92% less admin"" feel exaggerated when I don't yet know the effort involved.",2025-11-18,Stat teaser modules read as reißerisch; prospects preferred to judge the value themselves.,Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
I want to play with a live sandbox of a handful of dummy vehicles before booking anything.,2025-11-18,Repeated request for a self-serve interactive trial over a gated sales demo.,Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
I don't want to hand over company data just to see a demo.,2025-11-18,One prospect resisted lead capture and wanted an anonymised self-test.,Small fleet,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
"I'm unsure whether ""kostenlose Demo"", ""Demo buchen"" and ""kostenlos testen"" mean a download, the live product, or a sales call.",2025-11-18,CTA labels are conflated; prospects expected different things behind each.,Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
Being able to book a demo slot directly in a calendar felt great.,2025-11-18,Direct calendar booking was received far more positively than a contact form.,Small fleet,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
I want a short video showing how to add a vehicle and how invoicing works.,2025-11-18,"A 3-4 minute walkthrough was requested to replace manual, text-heavy feature pages.",Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
I didn't notice the site navigation.,2025-11-18,Nav read as low-visibility; a transparent CTA in the nav was acceptable but easily missed.,Small fleet,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
I scroll past the tab sections under the hero instead of clicking through them.,2025-11-18,Tab-based content organisation under the hero was frequently bypassed.,Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
"I prefer German labels; English feature names like ""damage"" confuse me.",2025-11-18,German-speaking prospects found English feature terms a barrier.,Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
"The package name ""Enterprise"" confused me; I expected something like ""Premium"".",2025-11-18,Tier naming misread (Star Trek association / language barrier).,Small fleet,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
"I don't understand what ""Fringe Benefits"" means.",2025-11-18,,Small fleet,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
The euro symbol on add-ons is unclear and needs an explanation.,2025-11-18,,Small fleet,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
Compliance (fines and violations handling) is attractive because the company bears the cost.,2025-11-18,Seen as a differentiator; not integrated in the prospect's incumbent tool.,Small fleet,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
I don't believe damage management reduces the damage rate because the human factor dominates.,2025-11-18,Prospects read the bullets but couldn't see the mechanism; the claim met scepticism.,Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
"I ignore the testimonial slider and trust numbers, data and customer logos instead.",2025-11-18,Testimonials were consistently skipped; logos were read as proof the tool is established.,Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
Seeing known customer logos above the fold makes the tool feel established and trustworthy.,2025-11-18,The live version with logos above the fold was preferred.,Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
The design looks clean and trustworthy but a bit monochrome; I'd like more colour.,2025-11-18,,Small fleet,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
"I don't understand why there are separate sub-brands or what ""by Shiftmove"" means for a feature.",2025-11-18,"The ""Vimcar by Shiftmove"" / Motum sub-brand structure confused a prospect, who worried a feature could disappear if a sub-brand ended its contract.",Small fleet,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
"Interfaces to fuel cards, leasing providers and accounting are a decision-critical worry for me.",2025-11-18,Recurring doubt that individual integration needs are covered by standard pricing; the human factor is the pain when a new interface is required.,Large fleet,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
"The new vehicle-procurement page doesn't convince me as a USP and I want to see the workflow, not manual entry.",2025-11-18,Procurement-relevant prospects wanted automation and supplier-interface detail rather than a feature teaser.,Large fleet,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
I can't roll out the driver app because not all field staff have a company email address.,2025-11-18,Email-dependent onboarding blocks pool-vehicle reservation; QR / Microsoft Forms workarounds are used instead.,Small fleet,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
"After scanning the hero I could describe the value as automating processes to save time, cut costs and ensure legal certainty.",2025-11-18,The hero value proposition was broadly understood in prospects' own words.,Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
"When I click ""alle Vorteile entdecken"" I expect a concise one-page bulleted overview of all benefits with short explanations.",2025-11-18,,Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
"The further down the page I scroll, the less relevant the information feels.",2025-11-18,Prospects perceived information relevance degrading below the fold.,Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
I want to see actual product screens rather than handbook-style descriptions.,2025-11-18,The status quo felt static; prospects wanted to see the masks and KPIs and judge fit themselves.,Prospect,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
I would start with the cheapest package and upgrade only if it isn't enough.,2025-11-18,,Small fleet,Usability test,https://docs.google.com/spreadsheets/d/1CrcTdynYGu6pZ8oNLh9NxccwLBVc6SetZUvaPCfrVuY
